53417,1192.66,49.43
53472.6,1207,48.07
53510.4,1191.25,39.53
53551.2,1164.58,33.83
53595.1,1185.99,39.84
53637.3,1186.4,39.13
53670.2,1094.2,100.38
53706.5,932.14,221.61
53738.8,805.17,318.45
53794.7,685.13,421.72
53844.8,642.65,464.59
53882,630.89,472.26
53917.7,633.96,477.56
53964.1,604.86,517.62
53998.7,567.65,572.88
54036.6,540.59,615.87
54081.5,543.3,639.97
54116,512.45,672.29
54151.5,489.04,698.24
54188.5,483.96,702.63
54229.7,492.22,709.8
54282.9,508.78,725.62
54322.5,529.7,728.75
54365.5,539.56,733.07
54402.6,556.92,739.28
54461.7,555.73,755.52
54500.4,562.95,741.76
54535.2,582.78,739.41
54568.5,577.04,748.6
54611.6,571.97,755.28
54647.7,570.99,751.74
54787.9,563.91,725.94
54894.6,576.51,729.34
54938.4,572.47,740.86
54977.9,579.94,738.05
55129.3,575.56,758.26
55169.6,555.48,688.22
55207,534.45,624.66
55261.4,517.94,583.32
55304.3,515.51,576.25
55348,530.74,578.88
55382.5,550.7,584.83
55418.4,568.8,559.52
55449.6,590.18,484.27
55486.2,617.7,421.76
55590.5,639.92,566.14
55627.9,604.66,642.07
55661.3,581.83,700.34
55699,561.97,748.82
55733.8,595.61,709.62
55769.8,602.29,619.97
55810.9,607.68,542.37
55849.4,620.82,435.12
55927.9,665.61,366.5
55962.1,694.24,320.49
56000.6,717.35,285.24
56048.9,737.04,249.64
56082.8,724.08,282.83
56117.9,726.22,295.69
56155.2,707.13,340.11
56189,699.99,364.36
56244.3,682.56,388.98
56284.4,687.75,380.87
56318.3,637.66,490.22
56352.3,585.79,576.28
56386.4,550.55,611.35
56444.2,524.44,658.94
56483.4,539.98,644.51
56527.7,531.14,627.53
56570.6,530.31,602.09
56627.5,543.56,566.72
56668.3,545.55,548.26
56701.8,536.25,535.78
56734.4,528.97,525.12
56771.5,545.73,551.28
56810.8,560.43,542.42
56849.9,563.56,563.25
56889.7,537.19,547.71
56925.3,514.75,534.15
56977.6,435.37,504.53
57025.7,403.69,510.7
57063.2,378.74,516.61
57103.3,335.13,510.32
57168,295.9,487.21
57251,276.49,480.22
57327.8,279.69,480.21
57363.7,292.3,471.48
57403,290.96,461.78
57460.9,300.51,446.87
57503.8,309.88,442.24
57560.6,279.47,480.26
57598.2,254.42,513.39
57641.8,328.03,646.55
57681.5,398.58,758.45
57719,376.61,848.24
57760.5,358.81,884.54
57801.8,343.03,910.33
57834.8,310.77,856.92
57871.7,283.39,806.92
57927.5,260.71,744.91
57963.8,255.74,689.46
58002.5,252.71,641.91
58038.4,274.28,592.42
58073.7,296.73,551.66
58116.4,303.47,504.31
58153.6,309.74,455.15
58191.9,314.98,416.16
58243.9,316.62,397.21
58282.4,319.87,389.19
58319.7,324.22,380.85
58355.7,324.78,372.94
58396.3,334.39,364.84
58432.6,351.2,366.01
58468,365.37,370.4
58499,387.27,362.54
58531.6,405.14,357.27
58563.3,402.83,359.35
58599.7,399.7,362.34
58630.8,415.2,351.75
58669.2,439.14,345.12
58708.4,456.5,348.19
58748.9,485.53,356.87
58785.3,512.07,357.58
58827.4,504.78,492.86
58862.6,486.32,608.98
58897.1,530.99,727.94
58932.7,546.64,845.81
58973.6,504,917.07
59014.4,508.89,929.42
59069,507.74,932.28
59106.3,510.65,888.09
59142.1,501.65,811
59193.3,512.14,742.52
59232.4,484.45,674.82
59269.9,465.26,621.49
59301.6,461.39,570.82
59360.1,440.24,529.19
59401.5,433.19,497.69
59438.3,438.66,476.45
59510.3,433.59,447.31
59549.3,429.57,421.35
59589.2,441.35,410.2
59643.7,390.91,363.5
59677.4,438.32,393.66
59715.6,463.73,426.46
59753.4,426.54,424.44
59789.4,382.81,414.98
59845.2,286.3,405.86
59927,161.58,397.31
59964.5,110.41,365.67
60001.4,53.09,325.39
60035.1,-13.42,293.34
60070.2,-46.36,259.05
60107.1,-60.56,230.47
60160,-24.77,267.7
60259.8,15.59,288.78
60298.3,48.86,302.43
60334.9,82.27,304.22
60368.4,97.67,320.94
60426.9,119.27,360.19
60464.2,141.63,389.19
60501.9,171.06,410.36
60535.9,179.74,434.18
60578.3,200.99,456.88
60613.6,195.79,467.43
60648,206.88,482.65
60682.6,265.08,496.16
60718.5,302.3,502.16
60760.2,346.76,492.89
60814.4,352.79,488.82
60848.4,360.02,481.44
60883.8,331.66,465.72
60943.2,300.75,432.41
60985.8,262.2,393.67
61017.6,238.01,382.33
61049.7,217.09,363.71
61080.9,255.61,360.17
61120.3,280.54,356.5
61176.2,308.06,380.36
61219.7,361.69,388
61259.5,388.16,404.06
61332.1,414.59,422.66
61367.5,471.38,422.94
61426.2,483.67,413.89
61465.8,491.75,412.15
61500,505.34,422.58
61534.1,504.47,416.97
61569.1,491.69,408.82
61613.7,423.05,519.82
61651.3,363.41,614.22
61685,421.93,730.83
61715.1,477.45,813.98
61763.2,483.22,886.54
61818,491.56,911.72
61864.1,486.96,896.2
61913.3,452.53,868.26
61952.3,449.49,800.99
62009.8,453.93,727.32
62043.4,456.69,654.01
62080.9,440.12,593.21
62116.5,435.37,546.65
62152.6,441.74,492.37
62209.8,460.49,442.74
62244.9,468.42,408.84
62277.5,451.11,367.76
62313.8,446.01,332.93
62346.2,432.8,309.34
62385.3,425.85,290.62
62419.2,428.89,284.27
62476,461.95,268.83
62512.9,490.32,258.63
62546.6,488.98,258.19
62589.4,501.21,265.3
62626,500.78,256.71
62661.3,500.21,260.78
62695.2,500.14,258.75
62730.3,482.04,275.04
62768.8,466.22,290
62826,489.87,303.9
62863.9,508.36,303.73
62895.6,537.46,307.28
62928.9,544.7,309.81
62966.5,557.78,313.22
63001.9,571.41,295.64
63036,566.83,309.36
63092.9,533.34,312.32
63131.6,450.91,320.53
63170.1,389.35,334.21
63226.1,355.3,349.27
63259,337.39,376.82
63298.4,324.55,399.63
63331.1,302.61,413.32
63376.3,274.9,429.23
63411.8,262.73,425.77
63446.4,307.36,404.48
63481,347.5,385.29
63513.2,387.72,365.01
63553,434.74,353.38
63609.8,457.25,345.02
63643,490.13,341.69
63679.9,508.31,337.23
63725.9,540.89,328.13
63763.4,575.18,328.71
63798.2,576.1,331.31
63832.1,578.75,348.1
63865.4,617.74,498.03
63902.9,649.16,625.48
63959.3,638.13,738.35
63999.3,621.71,790.99
64034.5,565.39,857.92
64075.8,588.76,824.66
64113.5,576.85,809.59
64150,575.4,738.16
64188.3,540.45,660.84
64218.2,515.05,594.39
64248.9,509.87,550.52
64289.8,502.63,501.9
64342.2,481.82,455.05
64397.4,484.54,432.03
64439.6,456.74,399.37
64484.7,443.6,380.23
64529.1,448,360.18
64592.3,435.94,348.16
64636.3,430.57,343.69
64680,433.29,338.38
64723.9,471.11,323.17
64926.4,423.67,327.83
64969.7,383.35,329.73
65008.4,371.61,323.43
65048.6,343.62,336.06
65151.9,340.56,342.47
65203,340.9,362.03
65255.9,315.13,366.91
65325.4,316.95,370.66
65392,304.78,368.65
65458.6,318.68,450.91
65518.5,390.87,602.76
65555,460.12,722.61
65615,490.98,822.3
65725.2,519.77,819.39
65764.6,515.9,814.99
65801.9,514.44,759.79
65841.8,459.67,705.44
65880.9,411.67,656.54
65917.2,387.07,592.4
65953,366.72,537.55
65995.1,359.22,508.46
66030.3,348.72,472.26
66066.6,356.56,453.29
66104,337.62,417.89
66148.2,327.01,391.55
66208.4,347.24,379.19
66254.4,359.44,361.53
66294.5,358.3,349.12
66334.2,348.66,342.7
66367.5,364.24,345.69
66400.4,377.83,350.16
66432.8,389.42,355.55
66465.6,395.93,374.24
66509.6,405.28,370.71
66546.2,409.93,364.3
66578.7,408.13,382.4
66612.7,423.88,406.95
66645.7,436.33,408.87
66684.3,446.31,410.21
66719.3,440.45,405.31
66759.4,417.67,399.85
66797,404.53,396.9
66834.7,412.38,406.93
66868.1,407.4,416.27
66900.7,415.99,419.36
66934.6,435.92,413.86
66967.6,434.19,407.57
67002,426.3,397.11
67037.8,423.98,390.02
67075,426.06,378.92
67108.3,442.15,373.4
67149.5,455.46,374.61
67184.5,452.02,380.52
67224.9,458.52,380.4
67260.5,471.51,371.85
67291.6,475.56,387.53
67329.2,502.49,367.64
67364.1,510.94,374.53
67396.7,505.92,365
67433.4,507,364.9
67469.6,516.1,368.78
67525.3,510.91,370.23
67562.2,493.51,366.11
67595.5,508.85,353.81
67630.1,499.26,359.21
67663,491.26,367.55
67697.5,473.85,367.24
67730.9,464.29,367.52
67763.6,398.11,372.76
67796.5,342.26,377.24
67827.4,296.27,380.97
67867.4,268.79,388.45
67908.4,240.75,387.04
67954.1,218.84,394.98
68007.9,213.98,400.47
68046.6,196.6,379.18
68082.8,184.49,371.97
68116.6,177.56,380.81
68150.1,150.04,390.85
68186.2,127.04,402.78
68241.2,221.37,553.82
68291.1,307.43,681.34
68328.4,393.16,797.35
68400.7,360.9,892.96
68431.8,329.94,906.35
68465.1,285.3,910.1
68496.4,231.89,871.36
68528.6,186.55,833.43
68558.8,183.53,759.92
68594.8,182.8,696.86
68631.6,155.06,647.43
68934.5,153.61,589.06
69181.4,151.76,537.47
69235.7,131.07,484.09
69307.9,131.09,445.98
69346.7,133.98,425.81
69380.2,150.62,405.12
69418.9,152.58,390.1
69450.7,135.34,385.56
69507.6,141.99,385.26
69592.5,188.82,375.94
69628.5,189.25,379.51
69691.2,210.62,391.79
69729.5,224.2,395.95
69760.8,234.53,408.19
69798.8,238.31,424.72
69858.2,268.39,424.65
69898.2,266.2,435.51
69931.8,263.15,444.89
69965.8,267.7,431.35
70002.9,270.79,425.65
70036.9,292.05,420.34
70091.5,279.61,425.4
70134.1,268.37,426.76
70178.2,273.67,445.56
70216.3,342.26,594.54
70252.5,384.52,710.19
70307.5,386.27,825.38
70341.8,379.79,918.49
70390.7,349.04,936.55
70427.9,311.37,905.02
70465.3,292.62,875.68
70502.8,248.81,816.63
70557.8,233.72,737.65
70590.7,221.99,668.85
70627.8,217.4,602.71
70661,214.71,547.59
70697.4,223.48,503.31
70732.4,222.75,466.52
70765.1,220.46,444.81
70798.3,224.61,422.21
70836.7,241.5,411.57
70891.1,241.07,414.42
70938,203.58,419.81
70991.8,171.76,426.66
71029.8,176.01,419.91
71074.6,179.16,416.12
71111,161.51,413.98
71148.9,172.83,406.8
71185.9,183.35,401.75
71240.9,192.31,412.33
71280.1,197.35,411.02
71314.4,194.14,424.14
71353.8,208.94,441.86
71407.4,229.69,436.75
71444.3,232.72,429.44
71479.3,264.61,434.74
71513.9,261.13,448.54
71550.1,295.93,439.88
71587.2,312.73,426.28
71640.7,313.99,422.8
71677.8,318.97,433.65
71714.9,310.01,438.39
71751.5,320.19,446.87
71789.1,328.08,454.02
71829.4,320.9,457.01
71866.9,305.61,459.77
71899.7,292.03,461.83
71935.2,287.85,462.22
71970.2,284.34,462.27
72005,281.45,462.06
72041,316.57,474.22
72077.6,306.55,476.27
72113.8,288.43,476.08
72146.6,299.25,480.81
72183.9,308.57,484.56
72215.7,342.86,470.14
72251.1,363.67,456.24
72289.8,334.27,463.49
72357.4,351.72,468.55
72394.9,319.35,457.71
72432,305.63,449.5
72473.6,266.27,441.36
72510.7,246.42,440.46
72556.1,209.25,449.74
72623.6,188.16,434.13
72658.3,147.46,425.16
72691.2,212.68,440.41
72729.7,277.57,443.62
72778.2,350.17,473.7
72810.5,400.9,466.88
72845.3,444.45,476.06
72883.2,455.13,479.66
72923.8,438.76,483.12
72971.4,445.97,470.22
73009.9,467.31,470.65
73042.9,494.8,468.55
73083,451.24,465.08
73117.5,412.26,462.08
73161.8,438.91,457.46
73204.7,444.96,463.01
73247.7,471.01,477.28
73290.1,467.98,475.3
73327,477.29,470.25
73363.5,489.71,469.2
73403.1,524.87,470.61
73464.4,549.44,462.37
73510.2,527.9,437.78
73545.3,505.15,413.06
73581.5,488.53,393.85
73626.9,462.46,387.27
73664.1,470.85,390.04
73700.5,486.47,395.75
73757.6,479.51,407.42
73795.2,489.44,392.02
73840.2,497.91,379.21
73879,501.55,351.31
73943.7,483.18,333.99
73980.3,480.62,320.03
74018.4,496.04,309.86
74061.2,482.03,301.64
74097.7,487.21,288.28
74134.2,498.51,272.59
74184.6,497.89,264.39
74223.8,492.97,279.4
74258.7,503.55,300.72
74293.3,510.13,300.28
74341.7,534.08,297.08
74396.9,540.26,303.01
74450.3,540.41,301.01
74503.5,537.51,320.13
74561.8,555.68,311.67
74622.7,554.2,315.29
74683.8,561.69,324.62
74735.1,563.33,324.89
74795.1,577.99,330.91
74846.4,583.13,326.42
74885.1,574.75,318.4
74924.6,566.96,312.75
74961.9,573.5,310.83
74999.8,568.1,309.3
75037,563.2,308.12
75076.4,570.63,291.01
75113,573.23,293.35
75148.6,598.28,299.67
75184,563.38,304.02
75222.5,577.35,305.25
75258.5,557.38,296.67
75296.6,575.84,311.64
75331.3,584.93,308.82
75388.2,606.65,298.73
75451,630.59,283.81
75511.4,658.46,299.53
75566.8,679.14,305.66
75622.8,669.04,304.64
75681.7,660.88,313.64
75757.5,664.69,306.33
75812.7,636.84,319.3
