58458.9,1177.08,62.52
58492.6,1177.69,58.36
58552.6,1199,65.4
58588.9,1216.73,71.78
58641,1233.7,75.13
58673.9,1233.29,68.97
58712.6,1209.03,68.04
58752.7,1209.4,79.54
58789.1,1209.5,89.31
58847,1196.3,85.65
58900.4,1126.82,98.96
58945.2,1067.58,122.61
58992.1,855.16,317.41
59025.2,730.03,454.25
59060.1,615.93,566.89
59094.5,518.53,619.31
59133.4,443.04,659.26
59190.6,353.72,692.66
59231,273.88,677.11
59270.7,214.95,677.64
59323.6,194.29,649.56
59374,169.75,617.22
59411.3,166.93,580.51
59458,147.86,525.64
59492.9,173.69,466.99
59531.4,201.3,415.61
59568.5,238.12,376.91
59602.3,284.83,343.93
59657.6,322.67,326.41
59696.6,376.78,306.31
59734.1,418.57,297.56
59767.9,464.68,285.62
59824,503.16,290.65
59861.5,519.17,295.35
59896,548.19,299.38
59932.3,569.25,309.84
59969.1,563.5,336.49
60007.7,581.32,351.99
60049.1,590.05,376.55
60107.1,618.53,370.31
60178.9,619.2,382.01
60213,633.97,359.14
60247,647.16,335.01
60284.1,647.23,356.59
60340.2,652.93,361.45
60378.9,673.89,366.84
60414.3,662.91,366.86
60456.8,645.05,361.7
60506.9,621.22,388.56
60545.6,627.85,393.54
60589.9,643.07,408.8
60628.4,634.09,433.55
60667.7,654.81,443.44
60723.8,672.22,450.84
60762.7,712.4,522.86
60799,729.85,572.61
60835.7,724.27,606.83
60872.8,750.31,605.58
60914.4,771.34,601.75
60949.6,762.98,602.96
60984.5,754.36,602.07
61040.2,742.73,594.69
61076,743.28,533.12
61123.6,763.64,472.93
61236.6,756.44,409.62
61274.4,706.67,362.96
61322.8,652.89,339.22
61365,636.39,292.78
61411.2,634.89,254.79
61461.2,612.47,252.93
61496.4,589.88,263.13
61535.1,544.57,269.27
61571.9,507.62,276.6
61623.3,504.72,265.16
61657.3,504.92,345.21
61696.2,507.17,416.13
61739.9,505.87,497.9
61778.6,506.22,566
61824.2,531.6,571.59
61861.8,554.24,572.99
61896.3,568.19,541.15
61931.8,574.58,501.89
61968.3,579.78,466.93
62023.3,572.14,441.23
62090.2,560.85,405.79
62128.6,545.59,389.71
62172.6,532.68,375.45
62223.1,561.54,359.72
62260.7,567.7,338.1
62307.8,559.25,324.13
62342.7,573.87,331.48
62383.3,577.92,333.17
62420.2,571.43,354.57
62473.1,577.93,364.51
62507.8,582.54,378.87
62545.3,613.46,405.39
